LIN: INS  OP   MM FLAG  OPC STP   ADDR	    MEM BLOCK          MICROINSTRUCTION
--------------------------------------------------------------------------------------
259: LDI  05  [10|0110|0101|000] 001328   Code-block-2  04  22  40  00  00  00  00  00 
260: LDI  05  [11|0110|0101|000] 001B28   Code-block-3  00  00  08  00  00  00  00  00 
261: LDI  05  [01|0111|0101|000] 000BA8   Code-block-1  04  40  00  02  00  00  00  00 
262: LDI  05  [10|0111|0101|000] 0013A8   Code-block-2  04  22  40  00  00  00  00  00 
263: LDI  05  [11|0111|0101|000] 001BA8   Code-block-3  00  00  08  00  00  00  00  00 
264: LDI  05  [01|1000|0101|000] 000C28   Code-block-1  04  40  00  02  00  00  00  00 
265: LDI  05  [10|1000|0101|000] 001428   Code-block-2  04  22  40  00  00  00  00  00 
266: LDI  05  [11|1000|0101|000] 001C28   Code-block-3  00  00  08  00  00  00  00  00 
267: LDI  05  [01|1001|0101|000] 000CA8   Code-block-1  04  40  00  02  00  00  00  00 
268: LDI  05  [10|1001|0101|000] 0014A8   Code-block-2  04  22  40  00  00  00  00  00 
269: LDI  05  [11|1001|0101|000] 001CA8   Code-block-3  00  00  08  00  00  00  00  00 
270: LDI  05  [01|1010|0101|000] 000D28   Code-block-1  04  40  00  02  00  00  00  00 
271: LDI  05  [10|1010|0101|000] 001528   Code-block-2  04  22  40  00  00  00  00  00 
272: LDI  05  [11|1010|0101|000] 001D28   Code-block-3  00  00  08  00  00  00  00  00 
273: LDI  05  [01|1011|0101|000] 000DA8   Code-block-1  04  40  00  02  00  00  00  00 
274: LDI  05  [10|1011|0101|000] 0015A8   Code-block-2  04  22  40  00  00  00  00  00 
275: LDI  05  [11|1011|0101|000] 001DA8   Code-block-3  00  00  08  00  00  00  00  00 
276: LDI  05  [01|1100|0101|000] 000E28   Code-block-1  04  40  00  02  00  00  00  00 
277: LDI  05  [10|1100|0101|000] 001628   Code-block-2  04  22  40  00  00  00  00  00 
278: LDI  05  [11|1100|0101|000] 001E28   Code-block-3  00  00  08  00  00  00  00  00 
279: LDI  05  [01|1101|0101|000] 000EA8   Code-block-1  04  40  00  02  00  00  00  00 
280: LDI  05  [10|1101|0101|000] 0016A8   Code-block-2  04  22  40  00  00  00  00  00 
281: LDI  05  [11|1101|0101|000] 001EA8   Code-block-3  00  00  08  00  00  00  00  00 
282: LDI  05  [01|1110|0101|000] 000F28   Code-block-1  04  40  00  02  00  00  00  00 
283: LDI  05  [10|1110|0101|000] 001728   Code-block-2  04  22  40  00  00  00  00  00 
